2018-02-16,751.1023867189884,753.5999999999999
2018-02-17,732.4629464291036,705.0
2018-02-19,706.2171484604478,705.0
2018-02-20,699.9750889924169,705.0
2018-02-21,715.6856548371222,720.7
2018-02-22,712.4068493902682,717.45
2018-02-23,727.9286434474587,733.3000000000001
2018-02-24,715.7237446397543,722.4
2018-02-25,717.493490240723,722.4
2018-02-26,717.1739730909467,722.4
2018-02-27,717.4618176800012,722.4
2018-02-28,719.007574152095,723.6
2018-03-01,718.8362334585189,723.6
2018-03-04,686.6438111966847,691.55
2018-03-05,685.9974313244223,691.55
2018-03-06,686.3423836443573,691.55
2018-03-07,692.4700797820732,697.8
2018-03-08,721.1529066465796,726.15
2018-03-09,735.9087413236498,740.7
2018-03-10,805.9956526251137,811.9
2018-03-11,797.8656817603857,801.85
2018-03-12,796.7763349226543,801.85
2018-03-13,796.9880452808736,801.85
2018-03-14,797.763659247756,802.7
2018-03-15,809.5629250979425,815.1
2018-03-16,808.7360147625209,814.05
2018-03-17,848.1284639269114,859.55
2018-03-18,848.7490619957447,859.55
2018-03-19,849.4744667559862,859.55
2018-03-20,849.5341993158513,859.55
2018-03-21,819.8673456744716,826.1
2018-03-22,824.2730481874944,831.3
2018-03-23,811.4028533848432,817.2
2018-03-24,808.2179503675018,813.85
2018-03-25,809.3716751113534,815.1499999999999
2018-03-26,809.9391414895654,800.85
2018-03-28,796.4536894090473,800.85
2018-03-29,795.0416486352681,799.55
2018-03-30,835.362963094314,843.65
2018-03-31,807.0840985283663,812.35
2018-04-01,776.1841336271592,779.4
2018-04-02,775.160851097107,779.4
2018-04-03,775.5275396563792,779.4
2018-04-04,769.0677521558478,772.95
2018-04-05,786.1664358881386,790.9000000000001
2018-04-06,768.6427317678929,772.65
2018-04-07,778.4417309846729,782.75
2018-04-08,767.9867304235697,771.9
2018-04-09,767.7947896696628,771.9
2018-04-10,767.8687271783227,771.9
2018-04-11,768.3557588300284,772.8
2018-04-12,767.7995051674545,771.95
2018-04-13,803.4624012559652,810.2
2018-04-14,804.8713932011276,810.2
2018-04-15,805.1599483281374,810.2
2018-04-16,805.1045834034682,810.2
2018-04-17,805.0267094075681,810.2
2018-04-18,796.3695977039636,800.65
2018-04-19,777.0138944536448,779.55
2018-04-20,800.3401826059819,805.95
2018-04-21,824.5588153868914,831.7
2018-04-22,816.9735131497894,822.25
2018-04-24,816.6891327129944,822.25
2018-04-25,821.2130216246842,827.75
2018-04-26,823.1578514361381,829.95
2018-04-27,828.5498108163475,836.4
2018-04-28,842.7321122519671,852.15
2018-04-29,855.2673741221429,868.85
