2018-02-18,602.8848138806496,605.2
2018-02-19,604.4441888302566,605.2
2018-02-20,602.259602996436,605.2
2018-02-21,581.223749034513,584.95
2018-02-22,586.976240953207,590.6
2018-02-23,611.3892729624323,614.9
2018-02-24,603.8719942212106,612.05
2018-02-25,609.5341840708255,612.05
2018-02-26,609.5887741386891,601.55
2018-03-03,604.7918636091055,606.9
2018-03-04,587.7938889458776,590.95
2018-03-05,586.6851268957059,590.95
2018-03-06,587.9862372213604,590.95
2018-03-08,575.2093962487247,579.65
2018-03-09,615.7349886645289,619.75
2018-03-10,622.9995251268149,628.25
2018-03-11,623.6162190258503,628.8
2018-03-12,623.7168018937111,628.8
2018-03-13,623.8089834302664,622.9
2018-03-14,618.475060582161,622.9
2018-03-15,624.6859990457693,630.05
2018-03-17,618.6515740424395,623.3
2018-03-18,618.387396746874,623.3
2018-03-19,619.5676719665528,632.4
2018-03-21,626.5373290546736,632.4
2018-03-22,601.0707543351435,604.25
2018-03-24,592.7655759900808,595.15
2018-03-25,592.1765732057394,595.25
2018-03-27,590.8660631753505,595.25
2018-03-28,600.4065470861065,603.8
2018-03-29,602.806254503241,605.75
2018-03-30,597.5503906157884,600.5
2018-03-31,582.158327672879,586.3
2018-04-01,574.7156905427576,579.1
2018-04-02,574.5026300087573,579.1
2018-04-03,574.807890664935,579.1
2018-04-04,570.9371559556573,576.3
2018-04-05,577.062712854147,580.15
2018-04-06,576.1160851577919,579.9
2018-04-07,565.7977173289285,571.2
2018-04-08,568.3240068271757,573.75
2018-04-09,568.2923151910305,573.75
2018-04-10,568.5004017084838,573.75
2018-04-11,598.9934976923466,603.55
2018-04-12,589.9571082029078,593.9
2018-04-14,594.5169352634388,598.5
2018-04-15,594.5279497504234,598.5
2018-04-16,595.3806754276156,598.5
2018-04-17,594.9730927303433,598.5
2018-04-19,594.8282448053361,598.3
2018-04-20,604.2284774824977,607.65
2018-04-21,605.0032002478838,608.75
2018-04-23,615.0273275765506,619.55
2018-04-24,615.4043256133796,618.1
2018-04-25,614.170007184148,618.1
2018-04-26,609.2112402975561,613.0
2018-04-28,620.8881670437755,625.4
